hashtag,username,timestamp,tweet
nifty50,Stocks In News,2026-07-01T06:46:41.000Z,"Stocks In News
@stocksinnewss
·
4m
#NIFTY 23850 CE 

(220 to 298)

Profit - Rs. 5070 per lot

Hits our Target 

Deliver Good Gains & One may Trail 

Massive (+3%) returns

#CRYPTO #EICHERMOT #SILVER #CRUDEOIL #CRYPTO #BITCOIN #NIFTY50 #BANKNIFTY #GOLD #DRREDDY #SHRIRAMFIN #RELIANCE #VEDL
Quote
Stocks In News
@stocksinnewss
·
2h
#NIFTY 23850 CE

Entry - CMP 220
Target - 250/280/330
Sl - OWN R:R

DISCLAIMER - Investments are subject to Market risks, price may fluctuate & past performance is not indicative of future results
77"
nifty50,Stocks In News,2026-07-01T06:45:45.000Z,"Stocks In News
@stocksinnewss
·
5m
#BANKNIFTY 57700 CE JUL

(1090 to 1309)

Profit - Rs. 6570 per lot

Hits our Target 

Deliver Good Gains & One may Trail 

Massive (+20%) returns

#CRYPTO #EICHERMOT #SILVER #CRUDEOIL #CRYPTO #BITCOIN #NIFTY50 #BANKNIFTY #GOLD #DRREDDY #SHRIRAMFIN #RELIANCE #VEDL
Quote
Stocks In News
@stocksinnewss
·
2h
#BANKNIFTY 57700 CE

Entry - CMP 1090
Target - 1150/1250
Sl - OWN R:R

DISCLAIMER - Investments are subject to Market risks, price may fluctuate & past performance is not indicative of future results
2
39"
#sensex,Grow Partner,2026-07-01T06:47:07.000Z,"Grow Partner
@GrowPartne1210
·
4m
Nifty 23800CE (7th Jul) captured from 240 to 335(~60%)  

More updates → link in bio

Focus on risk management and disciplined position sizing.

#nifty #sensex #banknifty #stockmarket
1
57"
#sensex,Grow Partner,2026-07-01T06:47:02.000Z,"Grow Partner
@GrowPartne1210
·
5m
Sensex 76300CE (2nd Jul) captured from 530 to 890 (~80%)  

Sharing updates here → 
t.me/+09dr385w3pJkN
…

Focus on risk management and disciplined position sizing.

#nifty #sensex #banknifty #stockmarket
t.me
Join group chat on Telegram
1
85"
#sensex,Grow Partner,2026-07-01T06:46:56.000Z,"Grow Partner
@GrowPartne1210
·
5m
Banknifty 58000CE (28th Jul) captured from 920 to 1125 (~20%)  

More updates → link in bio

Focus on risk management and disciplined position sizing.

#nifty #sensex #banknifty #stockmarket
1
59"
#sensex,Sensex Baba,2026-07-01T06:46:53.000Z,"Sensex Baba
@sensexbaba
·
5m
Replying to 
@sensexbaba
#SENSEX 02JUL26 77000 CE 277 to 260 and then 366 (day high)

Book as your comfort / Use TSL
1
23"
#sensex,TWP | System Trading,2026-07-01T06:32:23.000Z,"TWP | System Trading
@TWPARMAR
·
19m
76500 pe  #sensex when hit 70-80 range.

Good entry sl - 65.

Target - 125-149-185

#Sensex #Optiontrading
1
115"
#sensex,IndianFinance,2026-07-01T06:30:05.000Z,"IndianFinance
@fiidiireport
·
22m
 SENSEX Alert: TOMORROW is the Weekly expiry.
Get ready for volatility! 

#SENSEX #WeeklyExpiry #StockMarketIndia
42"
#sensex,Strike,2026-07-01T06:33:12.000Z,"Strike
@strike_ic
·
18m
June: Recovery.
July: Verification.

Indian markets bounced back strongly, but the next move may depend on:

Q1 FY27 earnings
IT results
US Fed commentary
Crude oil & geopolitics

The rebound happened. Now earnings need to deliver.

#Nifty #Sensex #EarningsSeason
Show more
400"
sensex,AToM Capital,2026-07-01T06:48:38.000Z,"AToM Capital
@AToMCapital
·
3m
Currently markets are trading -

NIFTY 50 : 24027.60  +0.68% (161.85 points)
BANK NIFTY : 57994.65  +0.79% (451.75 points)
SENSEX : 77034.07  +0.73% (555.40 points)

Yahan se upar ya neeche?

#Nifty #BankNifty #DALALSTREET #Sensex #GIFTNIFTY #STOCKMARKET #SHAREMARKET
Show more
57"
sensex,Streetwhacks,2026-07-01T06:47:54.000Z,"Streetwhacks
@streetwhacks
·
4m
 This stock just triggered a Directional-Trade signal today

 Made its low on 11th June
 Already up ~17% from that bottom
 ₹66 Cr+ traded today
 Blocks of ₹3.62 Cr printing

Can you guess which stock? 

Hint: It's in your daily life more than you think 

Find it
Show more
38"
sensex,NJain,2026-07-01T06:47:49.000Z,"NJain
@NJain_2021
·
4m
Replying to 
@praveengirotra
Sensex below 76950 if sustain will give 200 pts on downside , breakdown of rising wedge on small time frame
11"
sensex,Soctr.IN,2026-07-01T06:47:24.000Z,"Soctr.IN
@MySoctr
·
5m
#APTUS #Charts

Check Latest #Chartpatterns  on 
soctr.in/app                And ""follow"" 
@MySoctr
#Nifty #Nifty50 #Investing #Breakoutstocks #StocksInFocus #StocksToWatch #Stocks #StocksToBuy #StocksToTrade #Breakoutstock #Stockmarketindia #StockMarket #Trading
Show more
320"
sensex,FinCoins,2026-07-01T06:47:07.000Z,"FinCoins
@Fincoins
·
5m
POV: You checked your stocks at lunch and suddenly you’re not broke anymore   Sensex +550, Nifty smashing 24K, Banks & Auto going full beast mode! June sales data just gave the market a Red Bull shot   Feeling like a trader or a lottery winner?
1
35"
#banknifty,Grow Partner,2026-07-01T06:47:07.000Z,"Grow Partner
@GrowPartne1210
·
5m
Nifty 23800CE (7th Jul) captured from 240 to 335(~60%)  

More updates → link in bio

Focus on risk management and disciplined position sizing.

#nifty #sensex #banknifty #stockmarket
1
65"
#banknifty,Grow Partner,2026-07-01T06:47:02.000Z,"Grow Partner
@GrowPartne1210
·
5m
Sensex 76300CE (2nd Jul) captured from 530 to 890 (~80%)  

Sharing updates here → 
t.me/+09dr385w3pJkN
…

Focus on risk management and disciplined position sizing.

#nifty #sensex #banknifty #stockmarket
t.me
Join group chat on Telegram
1
102"
#banknifty,Grow Partner,2026-07-01T06:46:56.000Z,"Grow Partner
@GrowPartne1210
·
6m
Banknifty 58000CE (28th Jul) captured from 920 to 1125 (~20%)  

More updates → link in bio

Focus on risk management and disciplined position sizing.

#nifty #sensex #banknifty #stockmarket
1
65"
#banknifty,Uday Paul,2026-07-01T06:42:06.000Z,"Uday Paul
@conquerortrade7
·
10m
Hakuna Matata my Shinzanmonos from Bikini Bottom!
Wanted to share this news as I have opened a TG channel sharing all the Trades I will be taking in 
#nifty50 #banknifty #sensex #xauusd and #ForexMarket !
Hope to teach ya'all some learning !
Come join me
t.me
Forex and XAUUSD Signals
Just another Signal Group!! But Better
92"
#banknifty,Bn Analytics,2026-07-01T06:34:00.000Z,"Bn Analytics
@Bn_Analytics
·
18m
BankNifty Bullish/Bearish update 

Bulls firmly in control since 10:15 AM — Bullish momentum near 4.5k while Bearish has slipped into negative territory (-0.3k).
Clear divergence building through the session.
Where does this trend head into the close? 

#BankNifty #Trading
38"
banknifty,Kumaran,2026-07-01T06:52:54.000Z,"Kumaran
@Kumaranplay
·
30s
Tomorrow #Sensex expiry expected around 75780-75820 

Everything is preplanned play to eat the premium by #G  #1percent . Yesterday down side today upside no logic for this up move. I’m expecting down side below low —- 

#Nifty, #BankNifty, #Sensex, #NiftyIT #Accenture, #TCS,
Show more
3"
banknifty,Emporos,2026-07-01T06:52:35.000Z,"Emporos
@TheDojiWiz
·
49s
#banknifty #sensex #cnxfinance #finnifty #nifty 
#giftnifty
NIFTY 23950 CE UPDATE
BO FAILED AS OF NOW.
CANCELLING BUY ORDER @ 155
If it BOs, I will book loss in 24050 PE
If 24050 PE goes for tgt,
then I will look for 23800 CE.. maybe tomorrow.
That's it for today 

*Diy analysis
Quote
Emporos
@TheDojiWiz
·
1h
#banknifty #sensex #cnxfinance #finnifty #nifty 
#giftnifty
NIFTY UPDATE
Entered a risky 24050 PE @ 183
before going for 23950 ce
Already 60 pts done in 23900 ce.
So risking 15 pts from profits.

SL is a candle close below 170
Tgt small 214

*Diy analysis x.com/TheDojiWiz/sta…
8"
banknifty,TMS Group - Jodhpur powered by #Sunil Maheshwari,2026-07-01T06:49:27.000Z,"TMS Group - Jodhpur powered by #Sunil Maheshwari
@Bablu_jod
·
3m
#bajajfinsv 1800 CE above 52 with sl 39

#nifty #option 
#BANKNIFTY
52"
banknifty,AToM Capital,2026-07-01T06:48:38.000Z,"AToM Capital
@AToMCapital
·
4m
Currently markets are trading -

NIFTY 50 : 24027.60  +0.68% (161.85 points)
BANK NIFTY : 57994.65  +0.79% (451.75 points)
SENSEX : 77034.07  +0.73% (555.40 points)

Yahan se upar ya neeche?

#Nifty #BankNifty #DALALSTREET #Sensex #GIFTNIFTY #STOCKMARKET #SHAREMARKET
Show more
60"
banknifty,Priya Mehta,2026-07-01T06:47:17.000Z,"Priya Mehta
@Nico35570839879
·
6m
SBI  V-Shaped Recovery Mode On!

Subah 1026 tak gira... phir bada volume + strong buying!

Close: 1039.50 (+0.13%)

1038 support pakad liya + almost full recovery!

Bhai log, aaj ka chart dekh ke lag raha hai buyers active hain.

Next target kya rakh rahe ho? 1045 ya 1050+?
Show more
1"
banknifty,Vengadesh V,2026-07-01T06:35:36.000Z,"Vengadesh V
@Infinity369520
·
17m
#Everest Industries

Follow me for more Charts
#Nothing cost to follow me

#StockMarket #sharemarket #BREAKOUTSTOCKS #StocksToBuy #stockmarketindia #Nifty50 #Banknifty #Sensex #Optionselling #FnO #optiontrading
1
63"
banknifty,Bn Analytics,2026-07-01T06:34:00.000Z,"Bn Analytics
@Bn_Analytics
·
19m
BankNifty Bullish/Bearish update 

Bulls firmly in control since 10:15 AM — Bullish momentum near 4.5k while Bearish has slipped into negative territory (-0.3k).
Clear divergence building through the session.
Where does this trend head into the close? 

#BankNifty #Trading
38"
banknifty,Abhishek pandey,2026-07-01T06:33:23.000Z,"Abhishek pandey
@Abhishe79459720
·
20m
Brek now 58000 

58250 loading

#Banknifty
Quote
Abhishek pandey
@Abhishe79459720
·
1h
Bank nifty 57850 high brek nhi  kiya

#Banknifty
1
7
1.2K"
banknifty,Vengadesh V,2026-07-01T06:32:36.000Z,"Vengadesh V
@Infinity369520
·
20m
#AIA Engineering

#Before & After

Follow me for more Charts
#Nothing cost to follow me

#StockMarket #sharemarket #BREAKOUTSTOCKS #StocksToBuy #stockmarketindia #Nifty50 #Banknifty #Sensex #Optionselling #FnO #optiontrading
51"
banknifty,Stock Market India Official,2026-07-01T06:32:00.000Z,"Stock Market India Official
@DailyProfits21
·
21m
#BHEL #DIXON #UPL #MARICO #nifty50 #niftybank #banknifty #sensex #intraday #intradaytrading #optionbuying #optiontrading #optionselling #priceaction #trading #IndianStockMarket #ShareMarket Check 
t.me/StockMarketInd
…
79"
banknifty,DARK HORSE OF STOCK MARKET,2026-07-01T06:31:23.000Z,"DARK HORSE OF STOCK MARKET
@BeyondTrading07
·
22m
#BANKNIFTY NEAR UPPER RESISTANCE  

MORE STRENGTH ABOVE 58053 
Quote
DARK HORSE OF STOCK MARKET
@BeyondTrading07
·
2h
57500 Key Level For Bulls In #BankNifty On 30 Min TF  

58053 Is Key Resistance Area On 30 Min TF 
4
8.5K"
banknifty,Rajendra Agarwal,2026-07-01T06:29:56.000Z,"Rajendra Agarwal
@AutusInvestment
·
23m
#MIDCAPNifty 14200 PE bought at 116
adding more till 102
Strict SL 98
If the SL hit, then we will RB above 110.25
We will CF the trade above 115

Note:- The trade is positional to CF (If any change we will try to inform at  3:15pm) 

HOSH CF Trade till 28 July Expiry 
14K PE
Show more
1
497"
#intraday,JS Chanan,2026-07-01T06:29:06.000Z,"JS Chanan
@jschanan
·
24m
Intraday Large Deals 

#Block #blockdeal #intraday #bigblock #LargeDeal

#GujaratFluoro #PCJeweller #VedantaAlumini #InterglobeAvi #TataPower #IpruNiftyMeta #JaiprakashPow #MCXIndia #RITES #PowerGridCorp #AdaniEnterpris #RITES #ICICIBank #HindCopper #TataPower #ICICIBank
Show more
500"
#intraday,JS Chanan,2026-07-01T06:16:44.000Z,"JS Chanan
@jschanan
·
37m
Intraday Large Deals 

#Block #blockdeal #intraday #bigblock #LargeDeal

#ICICIBank #LatentView #AvanceTech #AlkemLab #LGElectronics #AvanceTech #VedantaIron #VodafoneIdea #AlkemLab #Voltas #BHEL #GMRAirports #TexmacoRail #Vedanta #VedantaPower #VodafoneIdea #ParasDefence
Show more
518"
#intraday,Nikkhil,2026-07-01T06:04:30.000Z,"Nikkhil
@nikkhilbk
·
49m
 Nifty 50 Live Update

RES: No Resistance
SUP: Strong Support
Bias:  Positive

 Strong support and open upside keep the bullish bias intact.

 Intraday bias can change fast.

#Nifty50 #Intraday #PriceAction
98"
#intraday,JS Chanan,2026-07-01T06:03:53.000Z,"JS Chanan
@jschanan
·
50m
Intraday Large Deals 

#Block #blockdeal #intraday #bigblock #LargeDeal

#BhartiAirtel #VodafoneIdea #LaurusLabs #VodafoneIdea #OracleFinServ #KarurVysya #JSWInfra #GTLInfra #LaurusLabs #AxisBank #ReliancePower #LaurusLabs #BajajFinance #VodafoneIdea #BajajFinance #VodafoneIdea
Show more
450"
#intraday,Nenavath anand,2026-07-01T06:02:18.000Z,"Nenavath anand
@AnandNenavath
·
51m
Intraday trade in #rpower .
out at 6R.
missed to check in 3min timeframe . it is clean 10R trade.
#intraday #rpower .
1
86"
intraday,MACRO SNIPER,2026-07-01T06:45:04.000Z,"MACRO SNIPER
@MacroSniperPro
·
9m
New day. New asset. Exact same mechanical execution.Our July Macro Thesis generated a HIGH confidence Bearish signal for 
$BTC
. The systemic drivers were purely mathematical: relentless institutional ETF distribution, severe stablecoin capital flight (USDT.D surging to 8.64%), and
Show more
1
1
17"
intraday,Tina,2026-07-01T06:44:28.000Z,"Tina
@XAUUSD_TINA
·
9m
#XAUUSD #GOLD
Daily chart: Rebound pressured, returning to weakness; 3943-3960 is the intraday lifeline for bulls and bears.

Gold prices rose to 4063 before falling back under pressure. The short-term 5-day and 10-day moving averages have turned from support into strong
Show more
Quote
Tina
@XAUUSD_TINA
·
1h
#XAUUSD #GOLD
Asian Session: Gold prices traded in a narrow range at low levels, repeatedly testing the effectiveness of the 3960 support level.

Gold prices fluctuated weakly within the 3960-4000 range, currently at 3980, slightly below the middle of the range.

The market was
1
471"
intraday,Suruchi,2026-07-01T06:43:51.000Z,"Suruchi
@Suruchi7974
·
10m
#SENSEX  

BOOKED PROFIT..!!  

230 to 360++  ( 110++ POINTS)..

#sensex #IndianStockMarket #OptionBuying #INifty50 #NiftyBank #NiftyOptions #optiontrading #ShareMarket #MarketUpdate #intraday #StockToWatch
Quote
Suruchi
@Suruchi7974
·
1h
WEDNESDAY INDEX SETUP..!! 

#SENSEX 77000 CE ! 02 JULY 

NEAR- 230 to 240 

Message for trade setup.. !! 

Disclaimer- Educational purpose only. DYOR 
48"
intraday,Forex & Macro News,2026-07-01T06:43:30.000Z,"Forex & Macro News
@ForexMacroNews
·
10m
Asia Shines Amidst Broad USD Weakness. Asian currencies eye selective recovery as the Dollar weakens on an intraday basis, while central bank speeches and key US data loom. #FinTwit #Forex #Trading #TradingEducation
1
4"
intraday,StoxBox,2026-07-01T06:42:09.000Z,"StoxBox
@StoxBox_
·
12m
Replying to 
@StoxBox_
INTRADAY CALL
ABREL

EARLY EXIT at 1399.80
8"
#stockmarketindia,Fingo News,2026-07-01T06:48:22.000Z,"Fingo News
@FingoNews
·
6m
CG Power and Industrial Solutions Limited Confirms No New Promoter Encumbrances in FY 2025-26 Under SEBI Regulations

#stockmarketnews #corporatenews #stockmarketindia #fingonews
fingonews.com/corporates/cg-
…
6"
#stockmarketindia,Business Times,2026-07-01T06:45:39.000Z,"Business Times
@BusinessTimesIn
·
9m
Replying to 
@BusinessTimesIn
 Sensex Today | Market Update

Sensex surges over 600 pts. Price: 77,105.33 Change: +0.82%

#StockMarketIndia #Nifty50
1
30"
#stockmarketindia,IndianFinance,2026-07-01T06:45:14.000Z,"IndianFinance
@fiidiireport
·
9m
Money rotating out of NIFTY IT weakness (-0.72%) into Media strength (+2.10%) 

#StockMarketIndia #SectorRotation #Nifty50
49"
#stockmarketindia,Amn Invest - NISM Certified RA,2026-07-01T06:43:50.000Z,"Amn Invest - NISM Certified RA
@Amanreza72
·
10m
After retest gain 12.75 
#CARTRADE #BREAKOUT #StockMarketIndia #stocks #Nifty #Nifty50 #investment 
 Not Buy/Sell Recommendation  Only for Educational Purpose!!
Quote
Amn Invest - NISM Certified RA
@Amanreza72
·
Jun 17
Replying to @AimInvestments
The stock has moved higher after a support retest. Waiting for another retest or confirmation could provide better clarity.

CARTRADE 
67"
#stockmarketindia,Business Times,2026-07-01T06:39:07.000Z,"Business Times
@BusinessTimesIn
·
15m
Replying to 
@BusinessTimesIn
 Sensex Today | Market Update

 RITES shares jump 15% on Rs 175 crore consultancy order from Ambedkar University. Rites: 235.90 (15.15%)

#StockMarketIndia #Nifty50
1
28"
#indianstockmarket,Option Edge Tamil,2026-07-01T06:27:09.000Z,"Option Edge Tamil
@Optionedgetamil
·
28m
 Bank Nifty 
 Breakout Above 57,765
 Target: 58,630 & 59,175

Price is holding above the breakout zone with bullish momentum. 

#BankNifty #NiftyBank #IndianStockMarket #SwingTrading #TechnicalAnalysis
1
4
454"
#indianstockmarket,Neha Gupta - SEBI RA,2026-07-01T06:22:09.000Z,"Neha Gupta - SEBI RA
@nehaandaaz
·
33m
 INDIA’S CDMO PHARMA BOOM – TOP  STOCKS TO WATCH! 

China+1, Biosecure Act, rising global outsourcing & strong order books are creating a massive opportunity for Indian Pharma CDMO players. 

 Top CDMO / Pharma Manufacturing Stocks:
#CDMO #PharmaStocks #IndianStockMarket
Show more
1
1
69"
#indianstockmarket,Ankur Gupta,2026-07-01T06:21:07.000Z,"Ankur Gupta
@SipNTrade_Ankur
·
34m
Nifty Realty Index weekly chart

#CNXRealty #RealEstate #IndianStockMarket #Nifty #DLF #Lodha #GodrejProperties #Oberoirealty
46"
#indianstockmarket,Financial Independence Services & Neha_0103,2026-07-01T06:15:39.000Z,"Financial Independence Services & Neha_0103
@Fin_Ind_Service
·
39m
 RPOWER +16.43% — Reliance Power shares surge on foraying into AI, allied new-age technologies

 Resistance ₹29.40 — breaks above, can rise to ₹30
 Support ₹28 — breaks below, can fall to ₹27.50

#RPOWER #IndianStockMarket #NSE #Breakout
The above is a general market
Show more
82"
#indianstockmarket,Option Edge Tamil,2026-07-01T06:08:29.000Z,"Option Edge Tamil
@Optionedgetamil
·
46m
 Adani Ports & Special Economic Zone Ltd  Target 1,865 Achieved 

#AdaniPorts #IndianStockMarket #SwingTrading #BreakoutStocks
Quote
Option Edge Tamil
@Optionedgetamil
·
Apr 27
Adani Ports & SEZ Ltd
 Range breakout confirmed
 Breakout: 1584
 Strong momentum building
 Target: 1865
1
6
680"
#nse,AmiBridge,2026-07-01T06:50:44.000Z,"AmiBridge
@AmiBridgehelp
·
4m
Bajaj Housing Finance raises ₹2,500.85 cr via 250k NCDs @ ₹1 cr each, 7.64% p.a., 4‑yr term, listed on BSE WDM. Issue opens 1 Jul 2026, matures 1 Jul 2030. #nse #bse #nifty #giftnifty #AmiBridge
39"
#nse,AmiBridge,2026-07-01T06:46:43.000Z,"AmiBridge
@AmiBridgehelp
·
8m
Cummins India declares FY2025‑26 final dividend ₹4.25 per share (42.5%); record date 1‑Jul‑2026, payment within 30 days post‑AGM (14‑Aug‑2026). #nse #bse #nifty #giftnifty #AmiBridge
AmiBridge — Best Data Plugin for AmiBroker | Indian Markets
From amibridge.com
51"
#nse,AmiBridge,2026-07-01T06:45:40.000Z,"AmiBridge
@AmiBridgehelp
·
9m
Maruti Suzuki sold 200,390 units in Jun 2026 (↑18% YoY). Domestic 150,150 (↑24%) + exports 42,768 (↑13%). FY26‑27 sales target 682,724 vs 527,861 FY26‑25. #nse #bse #nifty #giftnifty #AmiBridge
AmiBridge — Best Data Plugin for AmiBroker | Indian Markets
From amibridge.com
56"
#nse,AmiBridge,2026-07-01T06:40:58.000Z,"AmiBridge
@AmiBridgehelp
·
14m
We Win Ltd gets PIT compliance certificate for Q2 FY26: 1 UPSI event captured, 0 non‑compliance, 8‑yr tamper‑proof SDD. Same as prior quarter. #nse #bse #nifty #giftnifty #AmiBridge
AmiBridge — Best Data Plugin for AmiBroker | Indian Markets
From amibridge.com
50"
#nse,AmiBridge,2026-07-01T06:40:48.000Z,"AmiBridge
@AmiBridgehelp
·
14m
Hero MotoCorp declares FY23‑24 final dividend 3.75% (Rs 75/share). AGM on Aug 5 2026, payout within 30 days. TDS applies; update KYC by July 18 2026 for electronic credit. #HeroMotoCorp #nse #bse #nifty #giftnifty #AmiBridge
AmiBridge — Best Data Plugin for AmiBroker | Indian Markets
From amibridge.com
28"
#nse,AmiBridge,2026-07-01T06:50:44.000Z,"AmiBridge
@AmiBridgehelp
·
4m
Bajaj Housing Finance raises ₹2,500.85 cr via 250k NCDs @ ₹1 cr each, 7.64% p.a., 4‑yr term, listed on BSE WDM. Issue opens 1 Jul 2026, matures 1 Jul 2030. #nse #bse #nifty #giftnifty #AmiBridge
AmiBridge — Best Data Plugin for AmiBroker | Indian Markets
From amibridge.com
39"
#bse,AmiBridge,2026-07-01T06:45:40.000Z,"AmiBridge
@AmiBridgehelp
·
10m
Maruti Suzuki sold 200,390 units in Jun 2026 (↑18% YoY). Domestic 150,150 (↑24%) + exports 42,768 (↑13%). FY26‑27 sales target 682,724 vs 527,861 FY26‑25. #nse #bse #nifty #giftnifty #AmiBridge
AmiBridge — Best Data Plugin for AmiBroker | Indian Markets
From amibridge.com
56"
#bse,AmiBridge,2026-07-01T06:40:58.000Z,"AmiBridge
@AmiBridgehelp
·
15m
We Win Ltd gets PIT compliance certificate for Q2 FY26: 1 UPSI event captured, 0 non‑compliance, 8‑yr tamper‑proof SDD. Same as prior quarter. #nse #bse #nifty #giftnifty #AmiBridge
AmiBridge — Best Data Plugin for AmiBroker | Indian Markets
From amibridge.com
51"
#bse,AmiBridge,2026-07-01T06:40:48.000Z,"AmiBridge
@AmiBridgehelp
·
15m
Hero MotoCorp declares FY23‑24 final dividend 3.75% (Rs 75/share). AGM on Aug 5 2026, payout within 30 days. TDS applies; update KYC by July 18 2026 for electronic credit. #HeroMotoCorp #nse #bse #nifty #giftnifty #AmiBridge
AmiBridge — Best Data Plugin for AmiBroker | Indian Markets
From amibridge.com
30"
#bse,AmiBridge,2026-07-01T06:36:08.000Z,"AmiBridge
@AmiBridgehelp
·
19m
Twamev Construction (TICL) sold 975,000 shares (0.63% of total) on 30‑Jun‑26. Holding drops to 7,172,260 shares (4.63%). Total equity 8,147,260. #nse #bse #nifty #giftnifty #AmiBridge
AmiBridge — Best Data Plugin for AmiBroker | Indian Markets
From amibridge.com
62"
#bse,Sachiith,2026-07-01T06:13:15.000Z,"Sachiith
@ItsSaach
·
42m
Gold demand drops over 70% after duty hike as households rush to sell old jewellery: IBJA #NSE #BSE #Markets #BankNifty #Nifty50 #Sensex #Niftybank #StockMarketIndia #niftychart #NIFTY50  #Weekday #Markets #Nifty #MarketCommentary
Gold demand drops over 70% after duty hike as households rush to sell old jewellery: IBJA- Moneyc...
From moneycontrol.com
80"
#sharemarket,Business Standard,2026-07-01T05:43:44.000Z,"Business Standard
@bsindia
·
1h
#MarketsWithBS | Poor listing!

Waterways Leisure Tourism shares debut 15% below IPO price

#StockMarket #sharemarket #IPO #Markets
Poor listing! Waterways Leisure Tourism shares debut 15% below IPO price
From business-standard.com
2.4K"
